time,exit
1504062840,372.441528
1504063740,372.520996
1504064640,372.605255
1504065540,372.702423
1504066440,372.825989
1504067340,372.992767
1504068240,373.144073
1504069140,373.387634
1504070040,373.702301
1504070940,373.976044
1504071840,374.186646
1504072740,374.402771
1504073640,374.673431
1504074540,375.078827
1504075440,375.515320
1504076340,375.895660
1504077240,376.244995
1504078140,376.579865
1504079040,376.885651
1504079940,377.074921
1504080840,377.181580
1504081740,377.340118
1504082640,377.478424
1504083540,377.476379
1504084440,377.482056
1504085340,377.501312
1504086240,377.538300
1504087140,377.538422
1504088040,377.463226
1504088940,377.328888
1504089840,377.264221
1504090740,377.230988
1504091640,377.209015
1504092540,377.245605
1504093440,377.246307
1504094340,377.277893
1504095240,377.263885
1504096140,377.300415
1504097040,377.463562
1504097940,377.711792
1504098840,377.917236
1504099740,378.084686
1504100640,378.227051
1504101540,378.349609
1504102440,378.407166
1504103340,378.359222
1504104240,378.287170
1504105140,378.236267
1504106040,378.216309
1504106940,378.158569
1504107840,378.025085
1504108740,377.819672
1504109640,377.602386
1504110540,377.459473
1504111440,377.294220
1504112340,377.136444
1504113240,377.050323
1504114140,377.099731
1504115040,377.266052
1504115940,377.397644
1504116840,377.546631
1504117740,377.799347
1504118640,378.040924
1504119540,378.263153
1504120440,378.571655
1504121340,379.007446
1504122240,379.480316
1504123140,379.922760
1504124040,380.305389
1504124940,380.582184
1504125840,380.848022
1504126740,381.088104
1504127640,381.364594
1504128540,381.570648
1504129440,381.802094
1504130340,382.004883
1504131240,382.037506
1504132140,382.037842
1504133040,382.113831
1504133940,382.254791
1504134840,382.397644
1504135740,382.494995
1504136640,382.634155
1504137540,382.833344
1504138440,383.003632
1504139340,383.142975
1504140240,383.302948
1504141140,383.447693
1504142040,383.597961
1504142940,383.657379
1504143840,383.688934
1504144740,383.681458
1504145640,383.662445
1504146540,383.592957
1504147440,383.483032
1504148340,383.406372
1504149240,383.339417
1504150140,383.252228
1504151040,383.156189
1504151940,383.065063
1504152840,383.023285
1504153740,383.039215
1504154640,383.027771
1504155540,382.987579
1504156440,382.925659
1504157340,382.899017
1504158240,382.864197
1504159140,382.860596
1504160040,382.812103
1504160940,382.734406
1504161840,382.629730
1504162740,382.548492
1504163640,382.531982
1504164540,382.542694
1504165440,382.552887
1504166340,382.561462
1504167240,382.501068
1504168140,382.407623
1504169040,382.284729
1504169940,382.229675
1504170840,382.188293
1504171740,382.124878
1504172640,382.067505
1504173540,382.027710
1504174440,381.966858
1504175340,381.937439
1504176240,381.950928
1504177140,382.015320
1504178040,382.083954
1504178940,382.159668
1504179840,382.279480
1504180740,382.454163
1504181640,382.609222
1504182540,382.747772
1504183440,382.833618
1504184340,382.928558
1504185240,383.037842
1504186140,383.130066
1504187040,383.211395
1504187940,383.279999
1504188840,383.360596
1504189740,383.452240
1504190640,383.573029
1504191540,383.709198
1504192440,383.791595
1504193340,383.880524
1504194240,383.974030
1504195140,384.060211
1504196040,384.166504
1504196940,384.313690
1504197840,384.423553
1504198740,384.487823
1504199640,384.554688
1504200540,384.603699
1504201440,384.691437
1504202340,384.797363
1504203240,384.915344
1504204140,384.996185
1504205040,385.056915
1504205940,385.124817
1504206840,385.246918
1504207740,385.385651
1504208640,385.494598
1504209540,385.579803
1504210440,385.614410
1504211340,385.670715
1504212240,385.739929
1504213140,385.788025
1504214040,385.809418
1504214940,385.811768
1504215840,385.799469
1504216740,385.749725
1504217640,385.742554
1504218540,385.756317
1504219440,385.726044
1504220340,385.692963
1504221240,385.636963
1504222140,385.578766
1504223040,385.551514
1504223940,385.489685
1504224840,385.421906
1504225740,385.366516
1504226640,385.363953
1504227540,385.393494
1504228440,385.456970
1504229340,385.585327
1504230240,385.763763
1504231140,385.907562
1504232040,386.062622
1504232940,386.219360
1504233840,386.376526
1504234740,386.551575
1504235640,386.732422
1504236540,386.928497
1504237440,387.126648
1504238340,387.309937
1504239240,387.523682
1504240140,387.727631
1504241040,387.916962
1504241940,388.069855
1504242840,388.175995
1504243740,388.247101
1504244640,388.300537
1504245540,388.310852
1504246440,388.265869
1504247340,388.252838
1504248240,388.253754
1504249140,388.226196
1504250040,388.260925
1504250940,388.368500
1504251840,388.473236
1504252740,388.545715
1504253640,388.626526
1504254540,388.743408
1504255440,388.911133
1504256340,389.066254
1504257240,389.170654
1504258140,389.308289
1504259040,389.428162
1504259940,389.523804
1504260840,389.580322
1504261740,389.577820
1504262640,389.576569
1504263540,389.565277
1504264440,389.503479
1504265340,389.452026
